,DateTime,Tweet_Id,Tweet,User_Id,Retweet,Location,Label,Country
0,2022-01-05 09:08:55,1478654736060469248,I can t help laugh Covaxin and covishield be effective It s simple that Indians,1411626440,0,,Weakly_Positive,
1,2022-01-05 09:06:14,1478654059913433090,Covaxin have the best efficacy rate In a population of 1 2 billion 70 have not get covid,1411626440,0,,Highly_Positive,
2,2022-01-05 09:03:00,1478653243962138625,Pfizer and Moderna have 95 efficacy what be the efficacy of Covaxin or Covishied Lower,2497877359,0,Third Rock From Sun,Neutral,
3,2022-01-05 09:02:51,1478653205990887430,I be go to get the first jab tomorrow do you covishield or covaxin and be you ok,1221518037565702144,0,,Weakly_Positive,
4,2022-01-05 08:56:36,1478651636847296512,The Central Drugs Standard Control Organization CDSCO on 25th October 2021 approve the extension,214475652,1,India ,Neutral,
5,2022-01-05 08:54:12,1478651030728425475,fuck up my immunity beware guy,1287093081767129088,0,Guwahati,Highly_Negative,
6,2022-01-05 08:37:00,1478646703670525954,Yes thanks to Covaxin and Covishield for new version of human,1417337697052418050,0,"GNoida,आर्यावर्त, हिंदुस्थान",Weakly_Positive,
7,2022-01-05 08:17:11,1478641717481861120,A case clearly for Booster shot of Covishield Indian name for Astra Zeneca vaccine from the exposure and relative Vacci,423447001,2,New Delhi,Weakly_Positive,
8,2022-01-05 08:12:31,1478640540136599554,Covaxin or Covishield,1218929014309416960,0,,Neutral,
9,2022-01-05 08:06:29,1478639021370658819,Assuming both of you be fully vaccinate with Covishield Covaxin,106708320,0,,Neutral,
10,2022-01-05 07:52:48,1478635581106110466,You will get covaxin not covishield so you chill,1295283234314452993,0,,Neutral,
11,2022-01-05 07:47:31,1478634248860954625,This be bad It s like the symptom you have after get covishield shot but just multipled by 1000 even if you test,1684757094,1,,Weakly_Negative,
12,2022-01-05 07:43:49,1478633318631424000,The Central Drugs Standard Control Organization CDSCO on 25th October 2021 approve the exten,2965329536,1,"New Delhi, India",Neutral,
13,2022-01-05 07:35:16,1478631168333389824,Yes Mere sath hi hua get covaxin and certificate show covishield,832562215651725312,0,"ठाणे, भारत",Weakly_Negative,
14,2022-01-05 07:24:35,1478628478572400640,The much await COVISHIELD phase 2 3 data for India be now publish This be one of the rare time in history when ph,720558141809688576,24,mars,Weakly_Positive,
15,2022-01-05 07:05:51,1478623765441691649,I understand your experience but there be a chance that eve,1387639346178658304,0,India,Neutral,
16,2022-01-05 06:59:14,1478622100206211072,Today COVISHIELD be available at free of cost at Deccan Medical Centre,15126071,0,,Weakly_Positive,
17,2022-01-05 06:56:32,1478621418711498753,And Lancet support their cause by say AstraZeneca and Covishield effect wane after 3 month,283632721,0,,Neutral,
18,2022-01-05 06:55:02,1478621040762777601,Covaxin amp Covishield ke liye I didn t find any article a such But it be 5 6 month only as far a I ve heard,3134557338,0,"Mumbai, India",Weakly_Positive,
19,2022-01-05 06:53:04,1478620545126060033,Moderna and Pfizer have 5 6 month J amp J be 2 month Covishield amp Covaxin ka pata nahi wh,3134557338,0,"Mumbai, India",Neutral,
20,2022-01-05 06:34:07,1478615779373301761,i come for my 2nd dose they refuse to give me coz they need 10 more beneficiary though,4723068481,0,,Weakly_Positive,
21,2022-01-05 06:31:18,1478615070238130178,Expiry date have be change from 9 month to 12 month for both covaxin and,1364069078978060290,0,Chopping Board,Neutral,
22,2022-01-05 06:26:35,1478613881404674337,For my son I have book Covaxin Bopal UHC Gujarat But the staff nurse update COWIN a COVISHIEL,2596143056,0,"Chennai, India",Neutral,
23,2022-01-05 06:22:40,1478612895873191936,Bharat Biotech aim to conduct clinical trial on 5 000 subject 50 vaccinate with Covishield and 50 vaccinate with Cova,17673635,1,Bharat | Malaysia | Singapore,Highly_Negative,
24,2022-01-05 06:16:52,1478611435630612485,05 01 COVAXIN COVISHIELD Dose 1 Qty 33 Dose 2 Qty 95 Ages 15 18 Dates 05 01 available at BIMS GENERAL PUBLI,1396544310598905858,1,Belagavi,Weakly_Positive,
25,2022-01-05 06:00:31,1478607322482024449,Thank you Koo amp for share my Koo on your news portal I hope it educate million of people who be in,116226550,1,"Mumbai, India",Neutral,
26,2022-01-05 05:46:32,1478603803267977217,No I mean covaccine ki covishield,1328052707580469248,0,Taegijoon ot7,Weakly_Positive,
27,2022-01-05 05:45:50,1478603627774320642,right because they can not use Covishield a a booster now Only Novavax can be scale up to 2 3 bill,16832770,0,,Weakly_Positive,
28,2022-01-05 05:45:06,1478603443786817539,Ohhoo ithu theriyathu Covaxin ah vida covishield power athigam nu sonnanga athaan wait pani atha poda poren,1291411341677273088,0,trichy,Neutral,
29,2022-01-05 05:44:35,1478603312014389252,Sir why be Arogya Setu book appointment for COVISHIELD when only COVAXIN have be approve for KIDS between 15 18 year,2596143056,0,,Neutral,
