,DateTime,Tweet_Id,Tweet,User_Id,Retweet,Location,Label
0,2021-12-30 15:35:16,1476577636788752385,Fauci says has not applied for approval for #COVAXIN How was the clinical hold issued then,208120290,0,,Neutral
1,2021-12-30 15:33:51,1476577277978693633,There has been a peer reviewed pro en safe WHO approved vaccine sitting,1461889350816485378,1,Bay Area ,Highly_Positive
2,2021-12-30 15:32:58,1476577057010163716,Wow Fauci got defensive The answer does not make sense has not applied for fda approval for #COVAXIN,876589381791997952,0,,Weakly_Positive
3,2021-12-30 15:32:13,1476576868920872965,#Covaxin #Covaxin4Kids Fauci praised the vaccine earlier in the year The,208120290,0,USA,Neutral
4,2021-12-30 15:31:55,1476576793616437248,the fact that you took the time to ask why we are interested in this vaccine shows me that there is hope th,612975060,0,,Weakly_Positive
5,2021-12-30 15:31:06,1476576587168497672,I d be happy to speak with you about #COVAXIN why we very much need it here in North America as a fat,18208354,0,,Highly_Positive
6,2021-12-30 15:30:59,1476576555786772486,We need the option to choose #covaxin with the traditional proven science with NO SIDE EFFECTS AND LONG TERM IMMUNI,1461480518462373888,1,,Highly_Negative
7,2021-12-30 15:29:34,1476576199656853508,Imagine if Canada approval comes today #covaxin,1456357158803709958,0,Nederland,Neutral
8,2021-12-30 15:29:29,1476576181025599491,#Hyderabad based vaccine manufacturer announced that BBV152 #Covaxin its whole virion inactivated #COVID1,141584822,1,,Weakly_Positive
9,2021-12-30 15:29:16,1476576127636291587,#Hyderabad based vaccine manufacturer announced that BBV152 #Covaxin its whole virion inactivated,2590932906,1,New Delhi,Weakly_Positive
10,2021-12-30 15:29:10,1476576100755152898,Around minute 16 he takes a quest,3062320645,0,,Neutral
11,2021-12-30 15:29:06,1476576082665123850,Let your voice be heard Tweet retweet do it for the children #Covaxin #Ocugen,876589381791997952,4,,Neutral
12,2021-12-30 15:27:21,1476575642632134657,#COVAXIN SAFE FOR CHILDREN 2 18,208120290,0,,Highly_Positive
13,2021-12-30 15:25:08,1476575085255401474,In addition it satisfies religious concerns Unbelievable to not provide all the safety tools available,612975060,1,USA,Weakly_Positive
14,2021-12-30 15:25:01,1476575055651880962,And his B S answer about #covaxin was transparent as fuck He said we dont need another option beside,1029094268542099457,0,Greater Seattle area,Highly_Negative
15,2021-12-30 15:24:36,1476574952761409536,#Covaxin found to be safe and immunogenic in 2 18 age group,2590932906,0,"New Delhi, India",Highly_Positive
16,2021-12-30 15:24:14,1476574860214210561,What will be the excuse now What are you waiting for to approve this OCGN #Covaxin4Kids #COVAXIN,208120290,1,"Miami, FL",Highly_Negative
17,2021-12-30 15:22:53,1476574517606719491,From partner regarding #COVAXIN and why it is a better option than MRNA vaccines,2590932906,0,,Highly_Positive
18,2021-12-30 15:22:33,1476574436404854787,#BharatBiotech announced that #Covaxin has proven to be safe well tolerated and immunogenic in 2 18 age group in phas,4767528991,2,Bangalore,Highly_Positive
19,2021-12-30 15:21:44,1476574230502330372,Please address what Dr Fauci said today about EUA for #covaxin,876589381791997952,0,"Akron, OH",Neutral
20,2021-12-30 15:21:19,1476574124101275650,The data is out what are your excuses now #COVAXIN #OCUGEN OCGN,36375825,0,"Central Elgin, Ontario",Neutral
21,2021-12-30 15:19:20,1476573627118149635,HEY CHECK THIS OUT Get rid with the #pfizer vaccines #COVAXIN,2590932906,0,Nederland,Neutral
22,2021-12-30 15:19:14,1476573602179063812,Dr #Covaxin for kids Study finds robust safety and immunogenicity in 2 18 age group,60937837,0,INDIA/ BHARAT.,Neutral
23,2021-12-30 15:19:08,1476573577017061377,Waiting for #covaxin here in the US for my child,876589381791997952,0,,Neutral
24,2021-12-30 15:18:58,1476573532650086401,#COVAXIN is robust amp SAFE for ages 2 in recent study More about #COVAXIN here,1301206340069715970,4,,Weakly_Positive
25,2021-12-30 15:18:45,1476573480468496385,Please respond the accusation just made by Dr Fauci that there is no pending EUA application for #covaxin in the US,2590932906,0,"Akron, OH",Neutral
