,DateTime,Tweet_Id,Tweet,User_Id,Retweet,Location,Label
0,2021-12-30 15:32:53,1476577033928986633,Wherever there is a biotech success a patent fight is not far behind It is going to be a fun filled summer with Moder,804833,1,,Weakly_Positive
1,2021-12-30 15:32:52,1476577033400500224,If my experience with the first 2 doses is anything to go by I d say tomorrow is when the fun will start,457990115,0,United States,Weakly_Positive
2,2021-12-30 15:32:47,1476577012282187777,also,14499829,0,"Massachusetts, USA",Neutral
3,2021-12-30 15:31:59,1476576809575723015,NY Times Editor 49 Dies One Day After Moderna Booster Shot,2510362008,27,,Neutral
4,2021-12-30 15:31:23,1476576658484248576,I got the first two doses of the Moderna vaccine and just got my booster within this past month I m happily vaxxed,1280478731874848769,0,Virginia,Weakly_Positive
5,2021-12-30 15:31:20,1476576646622818305,When I saw Pfizer amp Moderna s profits,1230518310342512640,0,"Philadelphia, PA",Neutral
6,2021-12-30 15:31:15,1476576623831007235,I m Pfizer Moderna Moderna I read a study that suggested AstraZeneca Pfizer Mode,16266037,0,Calabogie Canada,Neutral
7,2021-12-30 15:30:18,1476576383941890050,Yes Moderna is the US s vaccine and the US ha,1307016433029840896,0,"Regina, Saskatchewan",Neutral
8,2021-12-30 15:30:11,1476576357953933313,Frankly I d like a 3rd shot Original was J amp J 2nd Moderna Want the trifecta w a Pfizer,271075882,0,US East Coast,Weakly_Positive
9,2021-12-30 15:30:07,1476576341713588228,YYC Moderna walk ins at Shoppers on 85th available Let us know if they re out and we ll delete,1383079379798921222,14,,Weakly_Positive
10,2021-12-30 15:30:01,1476576313343361024,do you know how much fucking money Pfizer Johnson amp Johnson Amazon Moderna etc have made th,16334481,0,"Ohio, USA",Weakly_Negative
11,2021-12-30 15:29:45,1476576245919932417,Another woman age 63 came in the day she took the Moderna Covid shot With no previous cardiac history she suffered,1330687838636048385,110,"Campbellford, Ontario, Canada",Weakly_Positive
12,2021-12-30 15:29:36,1476576209630867458,pediatric covid19 vaccine trial visit 3 Time for a blood draw to measure antibodies Study is double,2227355222,0,"Dallas, TX",Neutral
13,2021-12-30 15:29:25,1476576164714004486,Men and boys aged 12 to 29 should no longer take #Moderna says National Advisory Committee on Immunization,809310522,2734,,Highly_Negative
