,DateTime,Tweet_Id,Tweet,User_Id,Retweet,Location,Label
0,2021-12-30 15:30:31,1476576439528943616,Never in the life i d accept #SPUTNIKV until you accomplish the requirements of the WHO,1293113010941296640,0,Argentina,Neutral
1,2021-12-30 13:11:35,1476541476121321474,No thanks there s plenty of info provided by #SputnikV on their timeline already very,2222191813,0,,Weakly_Positive
2,2021-12-30 13:08:17,1476540645594517506,Need light #SputnikV light booster in #pakistan Any plans,1293113010941296640,0,Toronto,Weakly_Positive
3,2021-12-30 12:31:23,1476531359845953543,Rubbish the main target is and always has been Russia,850793862733758464,0,,Weakly_Positive
4,2021-12-30 12:00:40,1476523630599286786,45 #URBAN #Bengaluru #CovidVaccine Availability for 30 12 at 05 30PM FREE Slots 0 PAID Slots #COVISHIELD Dose1 119 Dose2 1,1406895607680102404,1,,Weakly_Positive
5,2021-12-30 11:27:03,1476515168779522048,I have read the speculation that the Russian female star player is not able to play because,993935941,0,,Highly_Negative
6,2021-12-30 11:05:58,1476509862079176704,45 #URBAN #Bengaluru #CovidVaccine Availability for 30 12 at 04 30PM FREE Slots 0 PAID Slots #COVISHIELD Dose1 119 Dose2 1,1406895607680102404,1,,Weakly_Positive
7,2021-12-30 11:05:02,1476509629773275139,The year is ending and no news about the approval of #SputnikV Even when We need to be approved,1293113010941296640,0,Argentina,Neutral
8,2021-12-30 10:01:47,1476493709860556805,45 #URBAN #Bengaluru #CovidVaccine Availability for 30 12 at 03 30PM FREE Slots 0 PAID Slots #COVISHIELD Dose1 119 Dose2 1,1406895607680102404,1,,Weakly_Positive
9,2021-12-30 09:26:54,1476484931962429441,#SputnikV should and still could play an important role in helping curb the pandemic in Africa However after more t,128195806,1,Moscow,Weakly_Positive
10,2021-12-30 09:26:52,1476484925343809540,The first vaccine in the world against CORONA19 was #SputnikV it remains the leader in t,37963496,0,,Weakly_Positive
11,2021-12-30 09:00:16,1476478232534962182,45 #URBAN #Bengaluru #CovidVaccine Availability for 30 12 at 02 30PM FREE Slots 0 PAID Slots #COVISHIELD Dose1 120 Dose2 1,1406895607680102404,1,,Weakly_Positive
12,2021-12-30 08:00:23,1476463159712137216,45 #URBAN #Bengaluru #CovidVaccine Availability for 30 12 at 01 30PM FREE Slots 0 PAID Slots #COVISHIELD Dose1 120 Dose2 1,1406895607680102404,1,,Weakly_Positive
13,2021-12-30 07:00:57,1476448203167911939,45 #URBAN #Bengaluru #CovidVaccine Availability for 30 12 at 12 30PM FREE Slots 0 PAID Slots #COVISHIELD Dose1 120 Dose2 1,1406895607680102404,1,,Weakly_Positive
14,2021-12-30 06:02:58,1476433610429374466,45 #URBAN #Bengaluru #CovidVaccine Availability for 30 12 at 11 30AM FREE Slots 0 PAID Slots #COVISHIELD Dose1 120 Dose2 1,1406895607680102404,1,,Weakly_Positive
15,2021-12-30 04:03:49,1476403628701360133,45 #URBAN #Bengaluru #CovidVaccine Availability for 30 12 at 09 30AM FREE Slots 0 PAID Slots #COVISHIELD Dose1 120 Dose2 1,1406895607680102404,1,,Weakly_Positive
16,2021-12-30 03:04:45,1476388763404316676,45 #URBAN #Bengaluru #CovidVaccine Availability for 30 12 at 08 30AM FREE Slots 0 PAID Slots #COVISHIELD Dose1 120 Dose2 1,1406895607680102404,1,,Weakly_Positive
17,2021-12-29 22:29:56,1476319602456023043,That s not true My father died 7 months ago and he was vaccinated with #SputnikV,1454465037209309193,1,"Guayaquil, Guayas, Ecuador.",Highly_Negative
18,2021-12-29 17:34:02,1476245135042039812,My question is rather different WHEN is the #corrupt Australian gov and the #corrupt #TGA going t,1358332582107045894,0,"Canberra, ACT, Australia",Highly_Negative
19,2021-12-29 17:23:20,1476242443431460864,Meanwhile #Xi amp #Vlad probably took #American #Vaccines smuggled to them since neither they nor an,2889924959,0,,Neutral
20,2021-12-29 17:03:14,1476237387181158400,#SputnikV Second jab of is not available in Sarvodaya hospital #mathura #SputnikV,1293113010941296640,0,"Agra, India",Highly_Negative
21,2021-12-29 14:14:23,1476194892376207363,Pl dont give diplomatic answers It would be better if u clarify things instead of hiding behind GoI We,104215142,0,India,Weakly_Positive
22,2021-12-29 13:17:38,1476180610347454470,#Omicron wave might just wane by the time #SputnikNasal #vaccine is launched Looking forward to it,1293113010941296640,0,,Neutral
23,2021-12-29 12:41:30,1476171518543638528,100 agreed the WHO matter must be addressed urgently The issue is that the bigge,344404872,0,Bird view,Neutral
24,2021-12-29 11:50:44,1476158743066943490,In an #interview with #WHO Regional Director for Europe emphasized that #COVID19 pandemi,1903712426,6,Geneve,Neutral
25,2021-12-29 10:19:43,1476135838417588224,It would be great for the Philippines to buy more vaccines in order to stop the spread of Omicron i,1293113010941296640,0,Republic of the Philippines,Highly_Positive
26,2021-12-29 07:50:33,1476098297697906692,SputnikV standing the test of strength Yet refuses to release it Why,1194602384661630976,0,,Neutral
27,2021-12-29 05:07:31,1476057268042952706,Dear President Putin I need your arrangement with Thailand there we need to book our both vaccin,205622130,0,God Holy Land,Neutral
28,2021-12-29 00:05:24,1475981240310255617,Delta cases surge in US amp Israel shows mRNA vaccines need a heterogeneous booster to strengthen amp prolong immune respon,1293113010941296640,252,"Bangkok, Thailand",Neutral
29,2021-12-28 18:46:15,1475900920802197512,Judging by your opinion combining pfizer and AstraZeneca the result would be similar,1293113010941296640,0,Here and there,Neutral
30,2021-12-28 18:29:42,1475896756416122886,But u have not replied to the queries of beneficiaries of those who have already taken #SputnikV do,1293113010941296640,0,India,Neutral
31,2021-12-28 13:48:31,1475825996402237444,SputnikV and Chinese vaccines are denied offic,39029722,0,"Region of Primorsky, Russia",Neutral
32,2021-12-28 10:34:28,1475777161462042625,The #US and Eueopean Union EU member states stripped themselves of a good #coronavirus vaccine by rejecting the Russian m,141584822,1,,Weakly_Positive
33,2021-12-28 06:46:05,1475719684762701825,#SputnikV Second Dose Shortage in #Chennai #India SoS,104215142,0,,Neutral
34,2021-12-28 06:39:07,1475717932013420546,#SputnikV Has to be a Hoax Availability Issues in #India Besides Every other #vaccine Gets #WHO A,1293113010941296640,0,,Highly_Negative
35,2021-12-28 00:36:52,1475626771148066820,While Russian marketing touts the country s #SputnikV vaccine as safe and effective everything from s,449588356,0,,Weakly_Positive
36,2021-12-28 00:31:53,1475625516648521737,Kremlin convinced WHO will approve #SputnikV vaccine within months Ifax The Kremlin is convinced t,449588356,1,,Neutral
37,2021-12-27 18:50:22,1475539571601395716,#SputnikV 2nd Dose Shortage in #India Courtesy,1293113010941296640,0,,Neutral
38,2021-12-27 16:53:21,1475510122965311489,Russian FM Lavrov and WHO Chief Tedros Discuss Registration of COVID #Vaccine #SputnikV,34262462,3,,Neutral
39,2021-12-27 16:45:12,1475508072038772743,Minister #Lavrov held a telephone conversation today with Director General Dr Tedros Adhanom The parties dis,14499829,6,Geneve,Weakly_Positive
40,2021-12-27 16:05:42,1475498131206905866,Russian FM #Lavrov and WHO Chief Tedros Discuss Registration of COVID Vaccine #SputnikV #Russia,14499829,0,E,Neutral
41,2021-12-27 15:30:33,1475489285604356104,I want SputnikV from Russia but my Gov refuse to buy it They say it is dangerous or something for,2716980166,0,South Africa,Weakly_Negative
42,2021-12-27 13:46:38,1475463132592033794,Beware Shortage of #SputnikV Second Dose in #India,1293113010941296640,0,,Neutral
43,2021-12-27 12:27:12,1475443144443318272,He admittedly took hydroxychloroquine and sputnikv He isnt promoting the death jab as he clues in the,15392486,0,"Idaho, USA",Neutral
44,2021-12-27 11:50:34,1475433926432899080,WHO Regional Director for Europe expects Sputnik V to be approved soon #WHO #Russia #Europe #COVID19 #vaccination #Spu,1435497480792203264,2,,Neutral
45,2021-12-27 11:46:58,1475433019397660672,Cliff isnt over target yet President Trump claimed to have taken hydroxychloroquin and sputnikV for,1539085914,0,"Idaho, USA",Neutral
46,2021-12-27 11:01:43,1475421629001854980,Urge People not to Trust amp Shortage of #SputnikV 2nd Dose #vaccine #Omicron,1293113010941296640,0,,Neutral
47,2021-12-27 10:24:59,1475412388165914627,What s stopping the from approving The recipe is shared with several countries that now also have,14499829,0,"Lama Mocogno, Emilia Romagna",Neutral
48,2021-12-27 08:31:52,1475383920988282885,Does that mean if someone has taken #SputnikV the #BoosterJab should also be the same and also is it two doses again #CovidVaccine,37034483,0,,Highly_Negative
49,2021-12-26 15:31:58,1475127251738013697,#Karma #KarmaOfRussianOccupants #COVID19 #SputnikV #Sputnik #Cargo200 #WakeUpWorld #StopFascistRussia #S,2365320468,1,,Neutral
50,2021-12-26 15:26:22,1475125846318931975,One glass of champagne won t hurt anyone not even your immune system said Dr Gintsburg developer of the #SputnikV,1293113010941296640,68,"Belgrade, Republic of Serbia",Neutral
51,2021-12-26 12:33:27,1475082326707257349,Did you know that Russia s #Covid vaccine named #SputnikV doesnt mean meaningless SATELITE 5 but it is an anagram for Put,1135331808428601344,4,,Highly_Negative
52,2021-12-26 08:50:13,1475026149633839108,I debated efficacy of NON EU Vaccines with my bro His media bubble mostly R sprea,1293113010941296640,0,UK & Ireland.EU,Highly_Positive
53,2021-12-26 00:48:36,1474904947892363264,Merry Christmas Please accept #SputnikV I couldn t choose other vaccine,1349149096909668363,0,,Highly_Negative
54,2021-12-25 18:49:17,1474814523458691073,6 companies in China are going to be manufacturing #SputnikV problem solved,15438913,0,,Neutral
55,2021-12-25 15:56:03,1474770926109556737,why #covaxin amp #Sputnikv r not available in bulk why they re not subsidised there should be 2groups i e 18 above amp 45 above only,471741741,0,,Highly_Negative
56,2021-12-24 12:57:26,1474363589041471497,Can someone please clarify this If the 3rd dose of #CovidVaccine is different from doses 1 amp 2 is it a #booster or #revac,3327148681,1,,Neutral
57,2021-12-24 12:01:36,1474349537619812370,45 #URBAN #Bengaluru #CovidVaccine Availability for 24 12 at 05 30PM FREE Slots 0 PAID Slots #COVISHIELD Dose1 68 Dose2 66,1406895607680102404,1,,Weakly_Positive
58,2021-12-24 11:19:35,1474338961883492354,Administering First Dose of #SputnikV When there is a shortage of 2nd dose,936541366741430272,0,,Weakly_Positive
59,2021-12-24 10:45:41,1474330433860956160,Shortage of Second Dose #SputnikV in #India Only available in hyderabad visakhapatnam,104215142,0,,Weakly_Positive
60,2021-12-24 10:12:19,1474322034469519362,LONGGGGG road for me I m waiting for #SputnikV from #Russia,295695756,0,South Africa,Neutral
61,2021-12-24 10:04:06,1474319969143836675,#BoosterShots Well there is a Shortage of #SputnikV 2nd dose in,1019887446417215489,0,,Neutral
62,2021-12-24 09:55:33,1474317816740286466,#SputnikV 2nd Dose is not available in Chennai Shortage confirmed confirms both doses,471741741,0,,Weakly_Positive
63,2021-12-24 03:28:45,1474220474561351705,I have to check I was actually go to get one if I wouldn t to get to go to States for Chr,1446262587973259265,0,United States,Neutral
64,2021-12-24 02:56:06,1474212259538903040,The predominant one is probably SputnikV which is the one I d trust less,1446262587973259265,0,United States,Highly_Negative
65,2021-12-24 01:03:12,1474183844941254663,I guess they wanted #SputnikV,64643056,0,"Leeds, England",Neutral
66,2021-12-23 23:04:13,1474153900676681736,Why we are not getting the best vaccine against covid 19 SputnikV Because you are in close connec,260846506,0,"Мончреал, Кэнада",Highly_Positive
67,2021-12-23 21:54:05,1474136254467883014,#GamaleyaCenter s preliminary laboratory study shows that #SputnikV demonstrates high virus neutralizing activity #VNA,1356506763999076356,2,"बल्लागढ़, फ़रीदाबाद",Weakly_Positive
68,2021-12-23 20:44:00,1474118617033756673,#Russian #Vaccine #SputnikV Says It is More Effective against #Omicron Variant,936858301760815104,1,Argentina,Weakly_Positive
69,2021-12-23 20:35:12,1474116402567069699,Yet is still to approve SputnikV this despite RECEIVING the outstanding imformation they needed,301309392,0,,Highly_Positive
70,2021-12-23 19:30:48,1474100193477881859,Second Dose of Sputnik V not available in Chennai #India must take the Onus for this Goof Up,104215142,0,,Highly_Negative
71,2021-12-23 19:13:23,1474095809599705100,It s vaccine day We decided to help vaccinate the women of Bangladesh #vaccination #vaccine,14499829,2,"London, England",Neutral
72,2021-12-23 19:11:33,1474095352139550737,#Polstrat explores how the variant is affecting the world #100CroreVaccinations #AstraZeneca #Covaxin #SputnikV #health,939093565803659266,1,,Neutral
73,2021-12-23 18:05:48,1474078802141614080,approve SputnikV please we have three doses and we cannot travel we feel discriminated against,14499829,0,argentina,Neutral
74,2021-12-23 11:11:32,1473974549465161733,SputnikV does not work well at all Clever Russians know that coronavirus statistics,1293113010941296640,0,,Weakly_Positive
