,DateTime,Tweet_Id,Tweet,User_Id,Retweet,Location,Label
0,2021-12-30 15:30:06,1476576337418727428,30 days My thinking is like that is recommendation after a PEP mab,294402379,0,,Neutral
1,2021-12-30 15:28:27,1476575921440268293,Yes I had a bad reaction to the first AstraZeneca jab stomach cramps and rectal bleeding But what worried m,1016000013774802948,1,,Highly_Negative
2,2021-12-30 15:25:21,1476575140007882765,He s a shill who you can guarantee has already had his booster,52425904,0,"St. Cedd's College, Cambridge",Neutral
3,2021-12-30 15:25:09,1476575091035185157,Hey man thanks for the info Do you know if the astrazeneca jab produces a better t cell response,3140868280,0,,Weakly_Positive
4,2021-12-30 15:24:43,1476574982033473538,Daily cases keep creeping up in #gurgaon despite 100 vaccination of adults with double dose of #COVISHIELD #AstraZeneca,113879784,1,Displaced from Banaras,Neutral
5,2021-12-30 15:24:35,1476574946746941449,Well good for those then that got the AstraZeneca passport s,1386903389712404481,0,Canada,Highly_Positive
6,2021-12-30 15:23:40,1476574717725323272,AstraZeneca is actually a British Swedish company And your Tweet appears to contradict itself,895017025067765760,0,,Neutral
7,2021-12-30 15:21:16,1476574113665798147,The MHRA has received 16 021 UK reports of suspected ADRs COVID 19 Boosters 24 12 21 Pfizer BioNTech 16 021 AstraZeneca,1461413719972450304,1,,Neutral
8,2021-12-30 15:15:35,1476572682695053320,Got my booster shot today I now have the salad of COVID vaccines with an AstraZeneca Pfizer and Moderna Thank you to J,3008712379,1,Calgary,Neutral
9,2021-12-30 15:14:02,1476572293153361926,There is a pandemic worldwide if you hadn t noticed France has higher cases than,19455392,0,I'm there when u're inthezone,Weakly_Positive
10,2021-12-30 15:08:51,1476570987965698058,TOLD MY GP SURGERY THAT I WILL GLADLY TAKE AN ASTRAZENECA BOOSTER WHEN THEY GET A SUPPLY BUT I WILL A,1351976597847474176,0,The North & Winter's Coming!,Highly_Positive
11,2021-12-30 15:07:57,1476570759455809539,Pls be reminded of the following 1 The following Vaccines are available A Astrazeneca for 1st and 2nd dose Not fo,89683003,23,,Weakly_Positive
12,2021-12-30 15:07:42,1476570698076372992,An interesting study indicates that third dose of helps to fight the new variant #BoosterShots is gradually,255867225,1,"Nairobi, Kenya",Weakly_Positive
13,2021-12-30 15:05:01,1476570021598052355,Evusheld Availability Pennsylvania experts are meeting virtually on Thurs to share plans It s expected t,3844343603,0,"Mississippi, USA",Highly_Negative
14,2021-12-30 15:02:16,1476569329231486976,You don t say COVID 19 vaccine efficacy and effectiveness the elephant not in the room 1 3 for t,15392486,0,,Neutral
15,2021-12-30 15:00:30,1476568886992523268,closed a deal to advance eplontersen a #drug for ATTR amyloidosis ATTR is a rare prog,62465691,0,"Santa Clara, CA",Weakly_Positive
16,2021-12-30 14:59:57,1476568747498373126,I m not having booster still suffering the endless flare ups of my Allergic Asthma Ulcerative Colitis Osteoarthrit,296912092,1,Brit in San Diego,Highly_Negative
17,2021-12-30 14:56:51,1476567969543172097,Sponsored by #Pfizer amp #Moderna #PfizerKills #AstraZeneca #Clotshot #stoptheshot #theysayitsrare #ItsNotRare,1354219958247546881,2,,Neutral
