,DateTime,Tweet_Id,Tweet,User_Id,Retweet,Location,Label
0,2021-12-30 15:34:45,1476577505058381832,You don t have to be crazy to not have trust in the federal government corporate media b,30868805,0,International Waters,Highly_Negative
1,2021-12-30 15:34:43,1476577496686632965,The context is Pfizer and Moderna vaccines patent protecti,874978103436734464,0,"Philadelphia, PA",Neutral
2,2021-12-30 15:34:42,1476577491485700106,Pfizer says a seizure is a stomach ache If true I think this is called lying what do you think,823255657902129153,824,,Weakly_Positive
3,2021-12-30 15:34:41,1476577490961371139,Pfizer statement 2 weeks ago said 3 shots was only 32 effective Someone s lying again,203123011,0,,Weakly_Positive
4,2021-12-30 15:34:35,1476577464847638530,Dr Malone inventor of the mRNA technology used in the Pfizer and BionTech products was permanently banned by Twitter yes,154810317,1,"Dallas, TX",Neutral
5,2021-12-30 15:34:33,1476577455355924482,This is 12 year old Maddie De Garay who took part in Pfizer Covid vaccine 12 15 She is now paralysed from the waist and ne,1444746899223945220,65,America,Weakly_Positive
6,2021-12-30 15:34:32,1476577451140599813,I had Pfizer for all 3 and the third dose was definitely the hardest for me,801110025515241473,0,"Ontario, Canada",Neutral
7,2021-12-30 15:34:26,1476577425312006146,Two shots of Pfizer vaccine 70 per cent effective against Omicron variant research shows,203123011,92,,Highly_Positive
8,2021-12-30 15:34:22,1476577408052604928,CHEROKEE COUNTY Broad River Electric Cooperative 811 Hamrick Street Gaffney SC 29340 10 a m 4 p m Pfizer,209599290,1,"Cambridge,Oh",Weakly_Positive
9,2021-12-30 15:34:19,1476577397751394307,NOTE Not all providers have pediatric doses available Our main Vax Locator page includes locations with pediatric vaccines I,209599290,1,"Cambridge,Oh",Weakly_Positive
10,2021-12-30 15:34:17,1476577387181654019,666 total fatal outcome reports for Pfizer according to latest Government ONS figures based on 416 479 reactions amp 145,241534687,225,,Weakly_Positive
11,2021-12-30 15:34:10,1476577356873674761,rArE A New Zealand man 26 died of myocarditis a rare side effect of COVID 19 vaccine What you need to know,727300877061476353,4,"Florida, USA",Weakly_Positive
12,2021-12-30 15:34:09,1476577355288268800,There are COVID 19 vaccine clinics happening TODAY across the state The COVID 19 vaccine is free First additional doses of,209599290,1,"Cambridge,Oh",Weakly_Positive
13,2021-12-30 15:34:08,1476577352511418369,Vaccines are supposed to make you immune And Pfizer s own data show the shots are not safe so,158398234,0,,Weakly_Positive
14,2021-12-30 15:34:08,1476577349667893248,And that s fine Let them hash that out in court But nothing that Moderna or,1466741235176165385,1,USA,Weakly_Positive
15,2021-12-30 15:33:49,1476577272576552961,I m assuming as soon as they had enough data to prove that Pfi,1408513146713784333,0,"Sheffield, England",Neutral
16,2021-12-30 15:33:47,1476577263575437316,I had Moderna for 1 amp 2 and requested Pfizer for my boost I feel fortunate to have had the option,1248913342825037825,0,,Weakly_Positive
17,2021-12-30 15:33:35,1476577214011432961,It is criminal what they are doing to us How can they says the new pfizer protease drug with a black,1604949372,0,,Highly_Negative
18,2021-12-30 15:33:35,1476577213998845960,Here is what Dr Robert Malone inventor of mRNA vaccine technology now banned from Twitter says about using these Cov,1256856930594762754,1,"England, United Kingdom",Neutral
19,2021-12-30 15:33:32,1476577200010899457,PCR Omicron Illusion Falls Apart amp Pfizer Seeks Child Approval To Secure Legal Liability,1343588273457922048,47,"Newtown, CT",Weakly_Positive
20,2021-12-30 15:33:28,1476577181992165382,The DC schools use the same content but in English as the Peruvian Health Ministry Must be on the,44217853,0,At the edge of The Empire.,Neutral
21,2021-12-30 15:33:20,1476577150140567552,Well on the upside the stupid are weeding th,1328836937461891072,0,Who knows...,Weakly_Negative
22,2021-12-30 15:33:15,1476577127717908488,Live update Israel gets first shipment of Pfizer s COVID fighting Paxlovid pill,2650464768,6,Jerusalem,Weakly_Positive
23,2021-12-30 15:33:11,1476577111372550146,The Pfizer sponsored NyQuil has arrived Pay up,1571777172,1,🇺🇸 PNW,Neutral
24,2021-12-30 15:33:10,1476577108386267137,Mine wasn t too bad and I was also Pfizer after AZ previously Sore arm mostly,457990115,0,London,Highly_Negative
25,2021-12-30 15:33:09,1476577101998432260,At least 32 children s deaths after the Pfizer vaccine have been reported in VAERS All sacrificed to delay deaths of,1071430976537018368,1178,United Kingdom,Highly_Negative
26,2021-12-30 15:33:07,1476577094335451141,My 1st and 2nd jabs were AZ and my booster was Pfizer and I had no problems I hope the same goes for you,457990115,0,,Neutral
27,2021-12-30 15:33:06,1476577089046339591,The vaccine only approach to fighting Covid is really working out for Pfizer,975360358092361728,1,Shitlibs Suck,Weakly_Positive
28,2021-12-30 15:32:53,1476577035971481603,Good thing the news is sponsored by Pfizer so we know we can trust them,958916273060175872,0,,Highly_Positive
29,2021-12-30 15:32:53,1476577033928986633,Wherever there is a biotech success a patent fight is not far behind It is going to be a fun filled summer with Moder,804833,1,,Weakly_Positive
30,2021-12-30 15:32:26,1476576922045976587,Pfizer Same thing happened with my second dose,952323437921538048,0,a super chill lagoon,Neutral
31,2021-12-30 15:32:11,1476576861119553538,Pfizer sore arm but otherwise good,400407649,0,"Windsor, Ontario",Highly_Positive
32,2021-12-30 15:32:08,1476576848259735568,Mr Science Incarnated has spoken Trickledown Economics is part of the natural sciences curri,2446052024,0,,Weakly_Positive
33,2021-12-30 15:32:06,1476576836893171716,You beat me I only got 3 Pfizer shots and one flu shot I already have the pneumonia shots and won t,48325671,0,,Neutral
34,2021-12-30 15:31:57,1476576802604728320,The CEO of Pfizer saying the vaccine is 100 effective at preventing cases is c,261422788,0,The Big D,Highly_Positive
35,2021-12-30 15:31:54,1476576789917011970,Pfizer clinical trials aren t completed until May 2023,16208133,0,"Feet on ground, head in clouds",Neutral
36,2021-12-30 15:31:44,1476576745327366146,which one u got I was just tired for two days after my Pfizer boosta,741729781742460928,0,hell,Highly_Negative
37,2021-12-30 15:31:39,1476576725861556225,I guess you can start here since it s a brand new report from canada,1437257567751876611,0,,Weakly_Positive
38,2021-12-30 15:31:20,1476576646622818305,When I saw Pfizer amp Moderna s profits,1230518310342512640,0,"Philadelphia, PA",Neutral
39,2021-12-30 15:31:15,1476576623831007235,I m Pfizer Moderna Moderna I read a study that suggested AstraZeneca Pfizer Mode,16266037,0,Calabogie Canada,Neutral
40,2021-12-30 15:31:09,1476576601177571333,also you will see in the Pfizer data they SPECIFICALLY chose healthy young individuals 20 5,1229988027734339585,0,,Weakly_Positive
41,2021-12-30 15:31:08,1476576594156089344,this is a sincere request I had Covid in December 2020 and it lasted through January 2021 I being ins,935711688401317888,0,,Highly_Positive
42,2021-12-30 15:31:01,1476576568055062537,Well I m defo not I got my booster shot yesterday and Pfizer is the worst thing known to man kind,1330424676611403779,0,"Murcia, Spain",Highly_Negative
43,2021-12-30 15:31:00,1476576563206373379,Inventor of the mRNA technology used in Pfizer Dr Robert Malone has been suspended from Twitter due to telling the tru,831804466663862272,8,,Highly_Negative
44,2021-12-30 15:30:59,1476576556202049537,This is the video that got Dr Robert Malone the inventor of mRNA technology suspended from Twitter The,1318224553265561603,5,United States,Neutral
45,2021-12-30 15:30:57,1476576548648103939,There are men out there today that have more Pfizer in them than Testosterone,713666976,2,Opulence,Highly_Positive
46,2021-12-30 15:30:55,1476576542142742528,Check out our Q amp A to see the benefits has gained from the use of #GS1Standards beyond meeting regulatory requirements,2484581311,1,"Amboise, France",Neutral
47,2021-12-30 15:30:45,1476576500350472193,TDS is more widespread than covid and there is no Pfizer solution to help these people,772575200,0,flius,Highly_Positive
48,2021-12-30 15:30:43,1476576492129853444,Are you American enough to watch,185012908,0,,Neutral
49,2021-12-30 15:30:40,1476576479819407360,This was fantastic but I have questions Does your,593289567,0,boulder colorado,Weakly_Positive
50,2021-12-30 15:30:29,1476576431119511554,This is just all kinds of stupid Non peer reviewed rubish I especially LOL th,1429082867079041028,0,United States,Weakly_Positive
51,2021-12-30 15:30:26,1476576420591771658,155 grants from the Gates Foundation to Harvard University totalling 100 million Here s 4 of the grants No COF w,728329114877341696,2,Lake Vänern,Neutral
52,2021-12-30 15:30:11,1476576357953933313,Frankly I d like a 3rd shot Original was J amp J 2nd Moderna Want the trifecta w a Pfizer,271075882,0,US East Coast,Weakly_Positive
53,2021-12-30 15:30:05,1476576331957784578,42 of the world s population 3 8 billion people are unvaccinated Because Pfizer Moderna and J and J refuse to shar,16753540,777,Costa Rica,Neutral
54,2021-12-30 15:30:05,1476576329847951371,It s 3 weeks between doses because on Pfizer available to that age group 5 weeks to full effic,526883215,0,Floriduh ,Weakly_Positive
55,2021-12-30 15:30:04,1476576328333811713,This is the beginning of the end Omnicon is the vaccine Pfizer couldn t make it actually works,373650170,0,,Neutral
56,2021-12-30 15:30:01,1476576313343361024,do you know how much fucking money Pfizer Johnson amp Johnson Amazon Moderna etc have made th,16334481,0,"Ohio, USA",Weakly_Negative
57,2021-12-30 15:29:57,1476576298759864323,An early study suggests two doses of J amp J outperforms two doses of Pfizer against Omicron I KNEW J amp J would have it s day,28647343,1,"Washington, DC",Weakly_Positive
58,2021-12-30 15:29:57,1476576296624820225,Which booster Prof In Malaysia my family took AZ 25 63 years old We now have to decide betwee,462021312,0,,Weakly_Positive
59,2021-12-30 15:29:45,1476576247530590212,I got my booster at the beginning of December I didn t feel as bad as I did after the second shot al,400407649,0,,Highly_Negative
60,2021-12-30 15:29:41,1476576231818731523,Analyse the Pfizer trial results a level one double blind placebo controlled study All cause mortality and,1226242527453425667,18,,Highly_Negative
61,2021-12-30 15:29:39,1476576220624166917,Firefighter of Brussels We don t like the power of Pfizer,1430261013903970309,262,,Neutral
62,2021-12-30 15:29:23,1476576154236723205,Pfizer is currently working on a vaccine for Omicron as is Moderna I think you had better tell theem right away,948722742160900096,0,Jerusalem  Israel,Weakly_Positive
63,2021-12-30 15:29:20,1476576141259456516,preprint and not been certified by peer review has yet to be evaluated and so should not be used to guid,1304826573007265793,1,,Neutral
64,2021-12-30 15:29:14,1476576118014558209,Uh here s Pfizer with its own results from the clinical trials,1282320593807978503,0,,Highly_Positive
65,2021-12-30 15:29:14,1476576117884534788,The Pfizer sponsored NyQuil has arrived Pay up,1349149096909668363,1,"Denver, CO",Neutral
66,2021-12-30 15:29:14,1476576116722782217,Pfizer s own data shows their mRNA injections cause more illness than they prevent so many experts say and as best I c,25934031,6,,Highly_Positive
67,2021-12-30 15:29:10,1476576101031976970,We ll find out when the agreement with Pfizer is leaked,1425649603433701380,0,,Neutral
68,2021-12-30 15:29:08,1476576093360603143,I got my Pfizer vaccine from German scientists that had no United States funding,135820410,0,He/They/It,Neutral
69,2021-12-30 15:29:05,1476576079934595077,JUST IN Pfizer BioNTech says booster protects against omicron,14293310,332,,Neutral
70,2021-12-30 15:29:00,1476576058312953858,,1151585112330506240,6,,Neutral
71,2021-12-30 15:28:58,1476576051895541760,Same for Fuaci Collins and the others lining their pockets from Pfizer Moderna etc Right,1441957070069125123,0,,Weakly_Positive
72,2021-12-30 15:28:58,1476576048590606340,Pfizer didn t take federal money to FUND its vaccine So no country funded it BioN,2827379023,0,Reality,Neutral
73,2021-12-30 15:28:49,1476576013085773824,Two shots of the J amp J vaccine reduced the risk of hospitalization from Omicron by about 85 percent In comparison another st,2494785421,1,"New York, NY",Neutral
74,2021-12-30 15:28:46,1476575999685021700,If they balk at the amount of time it will take to read RFK s book on Fauci ask if they will take 40 min,3995885667,0,,Neutral
75,2021-12-30 15:28:45,1476575993934409728,In order to permanently defend themselves from lawsuits Pfizer needs to get authorization to inject children In other,1390669327,275,,Highly_Negative
76,2021-12-30 15:28:44,1476575992621715461,BEASTLY 666 total fatal outcome reports for Pfizer recorded on latest ONS official Govt figures based on 416 479 reac,241534687,26,,Weakly_Positive
77,2021-12-30 15:28:37,1476575963605389321,I just saw a story where the Pfizer treatment PILL was being delivered to Israel Where s ours Thi,1424679712119574528,0,🇺🇸 PNW,Neutral
78,2021-12-30 15:28:37,1476575963295145984,J amp J news today 2 doses of J amp J 85 effective against hospitalization in South Africa amid omicron surge 95 CI 54 95,42782695,3,Washington D.C.,Highly_Positive
79,2021-12-30 15:28:10,1476575850191462400,I sensed the sarcasm in your original Pfizer s is was effective against Delta just not 10,1319192257707257856,0,San Diego,Weakly_Positive
80,2021-12-30 15:28:09,1476575843228999685,I already have 3 shots from pfizer and I am okay like everyone else,2284802828,0,Los Cascabeles,Highly_Positive
81,2021-12-30 15:28:07,1476575834634956800,What500CanadianDoctors amp ScientistsSayScientificallyAboutThePfizerVax sTheyWhoAreNotPaidToLieDeceive amp ProfitFro,1474288565169254400,1,,Neutral
82,2021-12-30 15:28:03,1476575818268745730,The index case was asymptomatic throughout but aerosols built up in the room and diffused out while the infected person sha,3432331169,7,,Neutral
83,2021-12-30 15:27:59,1476575802112327685,If that s the truth amp it s Pfizer s own data amp this is about public health then the public have a right to,545088857,1,South London,Weakly_Positive
84,2021-12-30 15:27:56,1476575790737330179,That s your view and what you believe Pfizer s profits were down almost 10,931257308381839360,0,"Manchester, England",Highly_Negative
85,2021-12-30 15:27:56,1476575789848174598,FDA granted full approval for,1397172949040476169,0,,Weakly_Positive
