,DateTime,Tweet_Id,Tweet,User_Id,Retweet,Location,Label,Country
0,2022-01-06 09:25:31,1479021301259984898,MARK THIS TWEET The cure for CoronaVirus Covid19 Covid 19 COVID Vaccine will be ANNOUNCED to the world by BillGate,797540913312477184,1,"Durban, South Africa",Neutral,
1,2022-01-06 09:22:01,1479020420569337857,Maine medical ka name bhi soch liya hai Chor pharmacy Online medicine supply Bhik mange p,62465691,0,,Neutral,
2,2022-01-06 09:15:14,1479018711512076290,A year in the life of AstraZeneca by the man who saw it all,16343974,0,Canada 🇨🇦,Neutral,
3,2022-01-06 09:12:24,1479017998216314887,Postdoc Fellow Oxidized Lipids and Myeloid Cells in Cancer USA Maryland Gaithersburg AstraZeneca,55173656,1,,Neutral,
4,2022-01-06 09:12:20,1479017981871017988,Postdoc Fellow Molecular Switch Engineering for Cell Therapy USA Gaithersburg Maryland AstraZeneca,55173656,1,,Neutral,
5,2022-01-06 09:09:20,1479017225587949573,I have not have the poison either snd I be fine but I have a sister in law have a stroke after the jab and,20934487,0,,Weakly_Positive,
6,2022-01-06 09:07:03,1479016651517358081,They should bring forward booster wait time from 3 month to 6 or 8 week for those that have astrazeneca,94236898,0,Pattaya Thailand,Neutral,
7,2022-01-06 09:05:13,1479016191146569728,ChAdOx1 vaccine be available not for profit free of any Intellectual Property charge with manufact,17672825,0,,Weakly_Positive,
8,2022-01-06 09:04:52,1479016101874970630,How much money you get from the Big Pharma Pfizer AstraZeneca modernaTHG janssen Johnson,1146329871418843136,0,,Weakly_Positive,
9,2022-01-06 08:54:01,1479013374277013504,I have my second Astrazeneca in Oct I m schedule for a Moderna booster in April If I could find,72888855,0,"Samut Prakan, Thailand",Neutral,
10,2022-01-06 08:50:33,1479012501274701835,Also what about other type vaccine like valneva What Happened to norovax Has astrazeneca an,1324793581715005445,0,,Highly_Negative,
11,2022-01-06 08:50:32,1479012496128184320,Shortening the time be a desperate measure because AstraZeneca early adopter be get sick Glad,1852854716,0,,Highly_Negative,
12,2022-01-06 08:37:59,1479009338463240193,can you beg Boris to correct his claim that private fund finance the development of the vaccine,1339168294805311493,0,Glasgow,Neutral,
13,2022-01-06 08:36:49,1479009043482087424,Oh yeah I lose three 3 friend due to vaccination They no longer speak to me after I LMFAO when,2443768622,0,"ÜT: 18.434107,-77.888527",Highly_Negative,
14,2022-01-06 08:18:49,1479004512928993280,Insider trading So I ll trade you a Sinovac for an AstraZeneca Mandates Which one,1387089073660076034,0,Central Visayas,Neutral,
15,2022-01-06 08:18:35,1479004457887154176,France be set to receive Pfizer s Paxlovid which be a much superior,1132298786372407297,0,,Highly_Positive,
16,2022-01-06 08:17:57,1479004298415640577,release 1265 dos of Sinovac and 156 astrazeneca to Iganga district on Monday after two,2936872329,0,,Neutral,
17,2022-01-06 08:17:20,1479004141410078724,moderna u bitch astrazeneca naman for the 4th dose,3165231254,0,,Neutral,
18,2022-01-06 08:14:56,1479003539280220161,Self report website Not sure they be so negative I feel misinforme,636506148,0,All views are my own,Highly_Negative,
19,2022-01-06 08:03:36,1479000684620038150,Covis Pharma complete the acquisition of the global right of Eklira and Duaklir from for 270m,62465691,0,"London, England",Weakly_Positive,
20,2022-01-06 07:53:41,1478998188904402952,Perhaps you didn t,1336025657457831936,0,Royal Borough of Greenwich,Neutral,
21,2022-01-06 07:34:23,1478993332328042497,AstraZeneca vaccine available at this walk in clinic in Auckland,1031881198312730625,1,,Weakly_Positive,
